value,v1,v2,split,,
322,ham,Hey... Why dont we just go watch x men and have lunch... Haha ,train,,
323,ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,train,,
324,ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,train,,
325,ham,No problem. How are you doing?,train,,
326,ham,No calls..messages..missed calls,train,,
327,ham,Hi da:)how is the todays class?,train,,
328,ham,"I'd say that's a good sign but, well, you know my track record at reading women",train,,
329,ham,"Cool, text me when you're parked",train,,
330,ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,train,,
331,ham,K.k:)apo k.good movie.,train,,
332,ham,Maybe i could get book out tomo then return it immediately ..? Or something.,train,,
333,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,train,,
334,ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,train,,
335,spam,Valentines Day Special! Win over $1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,train,,
336,ham,"Ta-Daaaaa! I am home babe, are you still up ?",train,,
337,ham,Cool. So how come you havent been wined and dined before?,train,,
338,ham,Just sleeping..and surfing,train,,
339,ham,"Sorry, I'll call later",train,,
340,ham,U calling me right? Call my hand phone...,train,,
341,ham,Ok that's great thanx a lot.,train,,
342,ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,train,,
343,ham,Where u been hiding stranger?,train,,
344,ham,Am not interested to do like that.,train,,
345,ham,My sister cleared two round in birla soft yesterday.,train,,
346,ham,Gudnite....tc...practice going on,train,,
347,ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,train,,
348,ham,One small prestige problem now.,train,,
349,spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,train,,
350,ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,train,,
351,ham,"Nah can't help you there, I've never had an iphone",train,,
352,ham,If you're not in my car in an hour and a half I'm going apeshit,train,,
353,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",train,,
354,ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,train,,
355,ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,train,,
356,ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",train,,
357,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,train,,
358,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,train,,
359,ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",train,,
360,ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",train,,
361,ham,Ha ha cool cool chikku chikku:-):-DB-),train,,
362,ham,Oh ok no prob..,train,,
363,ham,Check audrey's status right now,train,,
364,ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,train,,
365,ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",train,,
366,ham,Well i know Z will take care of me. So no worries.,train,,
367,spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",train,,
368,spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,train,,
369,ham,Wat uniform? In where get?,train,,
370,ham,"Cool, text me when you're ready",train,,
371,ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",train,,
372,ham,I will spoil you in bed as well :),train,,
373,ham,I'm going for bath will msg you next  &lt;#&gt;  min..,train,,
374,ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,train,,
375,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",train,,
376,ham,Can you say what happen,train,,
377,ham,You could have seen me..i did't recognise you Face.:),train,,
378,ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,train,,
379,ham,Keep my payasam there if rinu brings,train,,
380,ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,train,,
381,ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",train,,
382,ham,"Yeah sure, give me a couple minutes to track down my wallet",train,,
383,ham,Hey leave it. not a big deal:-) take care.,train,,
384,ham,Hey i will be late ah... Meet you at 945+,train,,
385,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",train,,
386,ham,It took Mr owl 3 licks,train,,
387,ham,Customer place i will call you.,train,,
388,ham,Mm that time you dont like fun,train,,
389,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,train,,
390,ham,Yup having my lunch buffet now.. U eat already?,train,,
391,ham,Huh so late... Fr dinner?,train,,
392,ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,train,,
393,ham,Morning only i can ok.,train,,
394,ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,train,,
395,ham,Pick you up bout 7.30ish? What time are  and that going?,train,,
396,ham,From here after The performance award is calculated every two month.not for current one month period..,train,,
397,ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,train,,
398,ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",train,,
399,ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",train,,
400,ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,train,,
401,spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x$150pw to e$nd txt stop",train,,
402,ham,Dear how is chechi. Did you talk to her,train,,
403,ham,The hair cream has not been shipped.,train,,
404,ham,None of that's happening til you get here though,train,,
405,ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",train,,
406,ham,"Haha get used to driving to usf man, I know a lot of stoners",train,,
407,ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,train,,
408,ham,Hello! Good week? Fancy a drink or something later?,train,,
409,ham,Headin towards busetop,train,,
410,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,train,,
411,ham,Come by our room at some point so we can iron out the plan for this weekend,train,,
412,ham,Cos i want it to be your thing,train,,
413,ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",train,,
414,ham,Bring home some Wendy =D,train,,
415,spam,100 dating service cal;l 09064012103 box334sk38ch,train,,
416,ham,Whatsup there. Dont u want to sleep,train,,
417,ham,Alright i have a new goal now,train,,
418,spam,FREE entry into our $250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,train,,
419,ham,"Alright, I'll head out in a few minutes, text me where to meet you",train,,
420,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,train,,
421,ham,Yes:)from last week itself i'm taking live call.,train,,
422,spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,train,,
423,ham,Siva is in hostel aha:-.,train,,
424,spam,URGENT! Your Mobile number has been awarded with a $2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,train,,
425,ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,train,,
426,ham,Ok. She'll be ok. I guess,train,,
427,ham,aathi..where are you dear..,train,,
428,ham,Any pain on urination any thing else?,train,,
429,ham,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,train,,
430,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,train,,
431,ham,At home watching tv lor.,train,,
432,ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,train,,
433,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,train,,
434,ham,Booked ticket for pongal?,train,,
435,ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,train,,
436,ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,train,,
437,ham,"Ask g or iouri, I've told the story like ten times already",train,,
438,ham,How long does applebees fucking take,train,,
439,ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",train,,
440,ham,But i have to. I like to have love and arrange.,train,,
441,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,train,,
442,ham,You were supposed to wake ME up &gt;:(,train,,
443,ham,Oic... I saw him too but i tot he din c me... I found a group liao...,train,,
